"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"59 years"	"59"	"1999"	"1999"	"Female"	"F"	9009	1206474	746.7
	"59 years"	"59"	"1999"	"1999"	"Male"	"M"	13420	1110934	1208.0
"Total"	"59 years"	"59"	"1999"	"1999"			22429	2317408	967.8
	"59 years"	"59"	"2000"	"2000"	"Female"	"F"	9152	1237235	739.7
	"59 years"	"59"	"2000"	"2000"	"Male"	"M"	13640	1139778	1196.7
"Total"	"59 years"	"59"	"2000"	"2000"			22792	2377013	958.9
	"59 years"	"59"	"2001"	"2001"	"Female"	"F"	9723	1333019	729.4
	"59 years"	"59"	"2001"	"2001"	"Male"	"M"	14181	1232487	1150.6
"Total"	"59 years"	"59"	"2001"	"2001"			23904	2565506	931.7
	"59 years"	"59"	"2002"	"2002"	"Female"	"F"	10481	1494071	701.5
	"59 years"	"59"	"2002"	"2002"	"Male"	"M"	15743	1387713	1134.5
"Total"	"59 years"	"59"	"2002"	"2002"			26224	2881784	910.0
	"59 years"	"59"	"2003"	"2003"	"Female"	"F"	10301	1437588	716.5
	"59 years"	"59"	"2003"	"2003"	"Male"	"M"	15259	1336406	1141.8
"Total"	"59 years"	"59"	"2003"	"2003"			25560	2773994	921.4
	"59 years"	"59"	"2004"	"2004"	"Female"	"F"	9757	1449103	673.3
	"59 years"	"59"	"2004"	"2004"	"Male"	"M"	14441	1352760	1067.5
"Total"	"59 years"	"59"	"2004"	"2004"			24198	2801863	863.6
	"59 years"	"59"	"2005"	"2005"	"Female"	"F"	9822	1448128	678.3
	"59 years"	"59"	"2005"	"2005"	"Male"	"M"	15026	1350936	1112.3
"Total"	"59 years"	"59"	"2005"	"2005"			24848	2799064	887.7
	"59 years"	"59"	"2006"	"2006"	"Female"	"F"	12186	1919090	635.0
	"59 years"	"59"	"2006"	"2006"	"Male"	"M"	18335	1801227	1017.9
"Total"	"59 years"	"59"	"2006"	"2006"			30521	3720317	820.4
	"59 years"	"59"	"2007"	"2007"	"Female"	"F"	11709	1829151	640.1
	"59 years"	"59"	"2007"	"2007"	"Male"	"M"	17757	1710700	1038.0
"Total"	"59 years"	"59"	"2007"	"2007"			29466	3539851	832.4
	"59 years"	"59"	"2008"	"2008"	"Female"	"F"	11371	1841411	617.5
	"59 years"	"59"	"2008"	"2008"	"Male"	"M"	17881	1717301	1041.2
"Total"	"59 years"	"59"	"2008"	"2008"			29252	3558712	822.0
	"59 years"	"59"	"2009"	"2009"	"Female"	"F"	11474	1906141	601.9
	"59 years"	"59"	"2009"	"2009"	"Male"	"M"	18186	1783506	1019.7
"Total"	"59 years"	"59"	"2009"	"2009"			29660	3689647	803.9
	"59 years"	"59"	"2010"	"2010"	"Female"	"F"	11517	1887398	610.2
	"59 years"	"59"	"2010"	"2010"	"Male"	"M"	18631	1753871	1062.3
"Total"	"59 years"	"59"	"2010"	"2010"			30148	3641269	828.0
	"59 years"	"59"	"2011"	"2011"	"Female"	"F"	11840	1953103	606.2
	"59 years"	"59"	"2011"	"2011"	"Male"	"M"	19082	1821281	1047.7
"Total"	"59 years"	"59"	"2011"	"2011"			30922	3774384	819.3
	"59 years"	"59"	"2012"	"2012"	"Female"	"F"	12333	2016678	611.6
	"59 years"	"59"	"2012"	"2012"	"Male"	"M"	19763	1874471	1054.3
"Total"	"59 years"	"59"	"2012"	"2012"			32096	3891149	824.8
	"59 years"	"59"	"2013"	"2013"	"Female"	"F"	12664	2080306	608.8
	"59 years"	"59"	"2013"	"2013"	"Male"	"M"	20475	1932434	1059.5
"Total"	"59 years"	"59"	"2013"	"2013"			33139	4012740	825.8
	"59 years"	"59"	"2014"	"2014"	"Female"	"F"	13317	2148517	619.8
	"59 years"	"59"	"2014"	"2014"	"Male"	"M"	21048	2006900	1048.8
"Total"	"59 years"	"59"	"2014"	"2014"			34365	4155417	827.0
	"59 years"	"59"	"2015"	"2015"	"Female"	"F"	13716	2154665	636.6
	"59 years"	"59"	"2015"	"2015"	"Male"	"M"	21521	2009005	1071.2
"Total"	"59 years"	"59"	"2015"	"2015"			35237	4163670	846.3
	"59 years"	"59"	"2016"	"2016"	"Female"	"F"	14288	2213284	645.6
	"59 years"	"59"	"2016"	"2016"	"Male"	"M"	22356	2067741	1081.2
"Total"	"59 years"	"59"	"2016"	"2016"			36644	4281025	856.0
	"59 years"	"59"	"2017"	"2017"	"Female"	"F"	14387	2222318	647.4
	"59 years"	"59"	"2017"	"2017"	"Male"	"M"	22382	2081562	1075.3
"Total"	"59 years"	"59"	"2017"	"2017"			36769	4303880	854.3
	"59 years"	"59"	"2018"	"2018"	"Female"	"F"	14295	2216349	645.0
	"59 years"	"59"	"2018"	"2018"	"Male"	"M"	22347	2077675	1075.6
"Total"	"59 years"	"59"	"2018"	"2018"			36642	4294024	853.3
	"59 years"	"59"	"2019"	"2019"	"Female"	"F"	14210	2271644	625.5
	"59 years"	"59"	"2019"	"2019"	"Male"	"M"	22479	2142211	1049.3
"Total"	"59 years"	"59"	"2019"	"2019"			36689	4413855	831.2
"Total"	"59 years"	"59"					631505	73956572	853.9
	"60 years"	"60"	"1999"	"1999"	"Female"	"F"	9504	1205799	788.2
	"60 years"	"60"	"1999"	"1999"	"Male"	"M"	14016	1107631	1265.4
"Total"	"60 years"	"60"	"1999"	"1999"			23520	2313430	1016.7
	"60 years"	"60"	"2000"	"2000"	"Female"	"F"	9596	1208384	794.1
	"60 years"	"60"	"2000"	"2000"	"Male"	"M"	14152	1111560	1273.2
"Total"	"60 years"	"60"	"2000"	"2000"			23748	2319944	1023.6
	"60 years"	"60"	"2001"	"2001"	"Female"	"F"	9811	1241416	790.3
	"60 years"	"60"	"2001"	"2001"	"Male"	"M"	14542	1138884	1276.9
"Total"	"60 years"	"60"	"2001"	"2001"			24353	2380300	1023.1
	"60 years"	"60"	"2002"	"2002"	"Female"	"F"	10440	1323400	788.9
	"60 years"	"60"	"2002"	"2002"	"Male"	"M"	15373	1217335	1262.8
"Total"	"60 years"	"60"	"2002"	"2002"			25813	2540735	1016.0
	"60 years"	"60"	"2003"	"2003"	"Female"	"F"	11428	1481214	771.5
	"60 years"	"60"	"2003"	"2003"	"Male"	"M"	16717	1368194	1221.8
"Total"	"60 years"	"60"	"2003"	"2003"			28145	2849408	987.7
	"60 years"	"60"	"2004"	"2004"	"Female"	"F"	10618	1423305	746.0
	"60 years"	"60"	"2004"	"2004"	"Male"	"M"	15745	1315754	1196.7
"Total"	"60 years"	"60"	"2004"	"2004"			26363	2739059	962.5
	"60 years"	"60"	"2005"	"2005"	"Female"	"F"	10360	1433435	722.7
	"60 years"	"60"	"2005"	"2005"	"Male"	"M"	15690	1330174	1179.5
"Total"	"60 years"	"60"	"2005"	"2005"			26050	2763609	942.6
	"60 years"	"60"	"2006"	"2006"	"Female"	"F"	10567	1430756	738.6
	"60 years"	"60"	"2006"	"2006"	"Male"	"M"	15732	1326336	1186.1
"Total"	"60 years"	"60"	"2006"	"2006"			26299	2757092	953.9
	"60 years"	"60"	"2007"	"2007"	"Female"	"F"	12785	1893411	675.2
	"60 years"	"60"	"2007"	"2007"	"Male"	"M"	19256	1766043	1090.3
"Total"	"60 years"	"60"	"2007"	"2007"			32041	3659454	875.6
	"60 years"	"60"	"2008"	"2008"	"Female"	"F"	12600	1802265	699.1
	"60 years"	"60"	"2008"	"2008"	"Male"	"M"	19413	1674280	1159.5
"Total"	"60 years"	"60"	"2008"	"2008"			32013	3476545	920.8
	"60 years"	"60"	"2009"	"2009"	"Female"	"F"	12433	1811564	686.3
	"60 years"	"60"	"2009"	"2009"	"Male"	"M"	19085	1677738	1137.5
"Total"	"60 years"	"60"	"2009"	"2009"			31518	3489302	903.3
	"60 years"	"60"	"2010"	"2010"	"Female"	"F"	12037	1875624	641.8
	"60 years"	"60"	"2010"	"2010"	"Male"	"M"	19103	1745507	1094.4
"Total"	"60 years"	"60"	"2010"	"2010"			31140	3621131	860.0
	"60 years"	"60"	"2011"	"2011"	"Female"	"F"	12231	1903293	642.6
	"60 years"	"60"	"2011"	"2011"	"Male"	"M"	19768	1761228	1122.4
"Total"	"60 years"	"60"	"2011"	"2011"			31999	3664521	873.2
	"60 years"	"60"	"2012"	"2012"	"Female"	"F"	12860	1942997	661.9
	"60 years"	"60"	"2012"	"2012"	"Male"	"M"	20375	1802492	1130.4
"Total"	"60 years"	"60"	"2012"	"2012"			33235	3745489	887.3
	"60 years"	"60"	"2013"	"2013"	"Female"	"F"	13300	2006745	662.8
	"60 years"	"60"	"2013"	"2013"	"Male"	"M"	21148	1856051	1139.4
"Total"	"60 years"	"60"	"2013"	"2013"			34448	3862796	891.8
	"60 years"	"60"	"2014"	"2014"	"Female"	"F"	13950	2071358	673.5
	"60 years"	"60"	"2014"	"2014"	"Male"	"M"	21923	1914009	1145.4
"Total"	"60 years"	"60"	"2014"	"2014"			35873	3985367	900.1
	"60 years"	"60"	"2015"	"2015"	"Female"	"F"	14201	2138784	664.0
	"60 years"	"60"	"2015"	"2015"	"Male"	"M"	22515	1987008	1133.1
"Total"	"60 years"	"60"	"2015"	"2015"			36716	4125792	889.9
	"60 years"	"60"	"2016"	"2016"	"Female"	"F"	14892	2139267	696.1
	"60 years"	"60"	"2016"	"2016"	"Male"	"M"	22875	1984701	1152.6
"Total"	"60 years"	"60"	"2016"	"2016"			37767	4123968	915.8
	"60 years"	"60"	"2017"	"2017"	"Female"	"F"	15369	2202546	697.8
	"60 years"	"60"	"2017"	"2017"	"Male"	"M"	23683	2047375	1156.7
"Total"	"60 years"	"60"	"2017"	"2017"			39052	4249921	918.9
	"60 years"	"60"	"2018"	"2018"	"Female"	"F"	15164	2204821	687.8
	"60 years"	"60"	"2018"	"2018"	"Male"	"M"	23537	2054540	1145.6
"Total"	"60 years"	"60"	"2018"	"2018"			38701	4259361	908.6
	"60 years"	"60"	"2019"	"2019"	"Female"	"F"	15391	2199986	699.6
	"60 years"	"60"	"2019"	"2019"	"Male"	"M"	23299	2052677	1135.1
"Total"	"60 years"	"60"	"2019"	"2019"			38690	4252663	909.8
"Total"	"60 years"	"60"					657484	71179887	923.7
	"61 years"	"61"	"1999"	"1999"	"Female"	"F"	10206	1138272	896.6
	"61 years"	"61"	"1999"	"1999"	"Male"	"M"	14881	1040279	1430.5
"Total"	"61 years"	"61"	"1999"	"1999"			25087	2178551	1151.5
	"61 years"	"61"	"2000"	"2000"	"Female"	"F"	10435	1159548	899.9
	"61 years"	"61"	"2000"	"2000"	"Male"	"M"	14657	1061679	1380.5
"Total"	"61 years"	"61"	"2000"	"2000"			25092	2221227	1129.6
	"61 years"	"61"	"2001"	"2001"	"Female"	"F"	10330	1213556	851.2
	"61 years"	"61"	"2001"	"2001"	"Male"	"M"	14909	1110151	1343.0
"Total"	"61 years"	"61"	"2001"	"2001"			25239	2323707	1086.2
	"61 years"	"61"	"2002"	"2002"	"Female"	"F"	10537	1238720	850.6
	"61 years"	"61"	"2002"	"2002"	"Male"	"M"	15326	1131638	1354.3
"Total"	"61 years"	"61"	"2002"	"2002"			25863	2370358	1091.1
	"61 years"	"61"	"2003"	"2003"	"Female"	"F"	11140	1322858	842.1
	"61 years"	"61"	"2003"	"2003"	"Male"	"M"	16369	1212101	1350.5
"Total"	"61 years"	"61"	"2003"	"2003"			27509	2534959	1085.2
	"61 years"	"61"	"2004"	"2004"	"Female"	"F"	12004	1482907	809.5
	"61 years"	"61"	"2004"	"2004"	"Male"	"M"	17418	1365695	1275.4
"Total"	"61 years"	"61"	"2004"	"2004"			29422	2848602	1032.9
	"61 years"	"61"	"2005"	"2005"	"Female"	"F"	11446	1428216	801.4
	"61 years"	"61"	"2005"	"2005"	"Male"	"M"	16640	1316923	1263.6
"Total"	"61 years"	"61"	"2005"	"2005"			28086	2745139	1023.1
	"61 years"	"61"	"2006"	"2006"	"Female"	"F"	11048	1441590	766.4
	"61 years"	"61"	"2006"	"2006"	"Male"	"M"	16062	1335279	1202.9
"Total"	"61 years"	"61"	"2006"	"2006"			27110	2776869	976.3
	"61 years"	"61"	"2007"	"2007"	"Female"	"F"	10996	1441286	762.9
	"61 years"	"61"	"2007"	"2007"	"Male"	"M"	16407	1334516	1229.4
"Total"	"61 years"	"61"	"2007"	"2007"			27403	2775802	987.2
	"61 years"	"61"	"2008"	"2008"	"Female"	"F"	13933	1911784	728.8
	"61 years"	"61"	"2008"	"2008"	"Male"	"M"	20713	1783203	1161.6
"Total"	"61 years"	"61"	"2008"	"2008"			34646	3694987	937.6
	"61 years"	"61"	"2009"	"2009"	"Female"	"F"	13296	1823104	729.3
	"61 years"	"61"	"2009"	"2009"	"Male"	"M"	20021	1694484	1181.5
"Total"	"61 years"	"61"	"2009"	"2009"			33317	3517588	947.2
	"61 years"	"61"	"2010"	"2010"	"Female"	"F"	12934	1813519	713.2
	"61 years"	"61"	"2010"	"2010"	"Male"	"M"	19629	1679077	1169.0
"Total"	"61 years"	"61"	"2010"	"2010"			32563	3492596	932.3
	"61 years"	"61"	"2011"	"2011"	"Female"	"F"	12871	1861920	691.3
	"61 years"	"61"	"2011"	"2011"	"Male"	"M"	20051	1722457	1164.1
"Total"	"61 years"	"61"	"2011"	"2011"			32922	3584377	918.5
	"61 years"	"61"	"2012"	"2012"	"Female"	"F"	13443	1893029	710.1
	"61 years"	"61"	"2012"	"2012"	"Male"	"M"	20848	1742427	1196.5
"Total"	"61 years"	"61"	"2012"	"2012"			34291	3635456	943.2
	"61 years"	"61"	"2013"	"2013"	"Female"	"F"	13757	1932477	711.9
	"61 years"	"61"	"2013"	"2013"	"Male"	"M"	21784	1783516	1221.4
"Total"	"61 years"	"61"	"2013"	"2013"			35541	3715993	956.4
	"61 years"	"61"	"2014"	"2014"	"Female"	"F"	14487	1997348	725.3
	"61 years"	"61"	"2014"	"2014"	"Male"	"M"	22921	1837080	1247.7
"Total"	"61 years"	"61"	"2014"	"2014"			37408	3834428	975.6
	"61 years"	"61"	"2015"	"2015"	"Female"	"F"	14911	2060944	723.5
	"61 years"	"61"	"2015"	"2015"	"Male"	"M"	23323	1893657	1231.6
"Total"	"61 years"	"61"	"2015"	"2015"			38234	3954601	966.8
	"61 years"	"61"	"2016"	"2016"	"Female"	"F"	15278	2122487	719.8
	"61 years"	"61"	"2016"	"2016"	"Male"	"M"	24337	1961475	1240.7
"Total"	"61 years"	"61"	"2016"	"2016"			39615	4083962	970.0
	"61 years"	"61"	"2017"	"2017"	"Female"	"F"	15902	2128409	747.1
	"61 years"	"61"	"2017"	"2017"	"Male"	"M"	24309	1963253	1238.2
"Total"	"61 years"	"61"	"2017"	"2017"			40211	4091662	982.8
	"61 years"	"61"	"2018"	"2018"	"Female"	"F"	16209	2184082	742.1
	"61 years"	"61"	"2018"	"2018"	"Male"	"M"	25083	2018812	1242.5
"Total"	"61 years"	"61"	"2018"	"2018"			41292	4202894	982.5
	"61 years"	"61"	"2019"	"2019"	"Female"	"F"	16341	2187221	747.1
	"61 years"	"61"	"2019"	"2019"	"Male"	"M"	25181	2027951	1241.7
"Total"	"61 years"	"61"	"2019"	"2019"			41522	4215172	985.1
"Total"	"61 years"	"61"					682373	68798930	991.8
	"62 years"	"62"	"1999"	"1999"	"Female"	"F"	10734	1089367	985.3
	"62 years"	"62"	"1999"	"1999"	"Male"	"M"	15506	986960	1571.1
"Total"	"62 years"	"62"	"1999"	"1999"			26240	2076327	1263.8
	"62 years"	"62"	"2000"	"2000"	"Female"	"F"	11092	1137207	975.4
	"62 years"	"62"	"2000"	"2000"	"Male"	"M"	15832	1033865	1531.3
"Total"	"62 years"	"62"	"2000"	"2000"			26924	2171072	1240.1
	"62 years"	"62"	"2001"	"2001"	"Female"	"F"	11082	1156768	958.0
	"62 years"	"62"	"2001"	"2001"	"Male"	"M"	15801	1056502	1495.6
"Total"	"62 years"	"62"	"2001"	"2001"			26883	2213270	1214.6
	"62 years"	"62"	"2002"	"2002"	"Female"	"F"	11096	1207560	918.9
	"62 years"	"62"	"2002"	"2002"	"Male"	"M"	16305	1098596	1484.2
"Total"	"62 years"	"62"	"2002"	"2002"			27401	2306156	1188.2
	"62 years"	"62"	"2003"	"2003"	"Female"	"F"	11526	1232608	935.1
	"62 years"	"62"	"2003"	"2003"	"Male"	"M"	16600	1119523	1482.8
"Total"	"62 years"	"62"	"2003"	"2003"			28126	2352131	1195.8
	"62 years"	"62"	"2004"	"2004"	"Female"	"F"	11782	1316213	895.1
	"62 years"	"62"	"2004"	"2004"	"Male"	"M"	16972	1199144	1415.3
"Total"	"62 years"	"62"	"2004"	"2004"			28754	2515357	1143.1
	"62 years"	"62"	"2005"	"2005"	"Female"	"F"	13032	1475790	883.1
	"62 years"	"62"	"2005"	"2005"	"Male"	"M"	18863	1351274	1395.9
"Total"	"62 years"	"62"	"2005"	"2005"			31895	2827064	1128.2
	"62 years"	"62"	"2006"	"2006"	"Female"	"F"	12271	1422085	862.9
	"62 years"	"62"	"2006"	"2006"	"Male"	"M"	17719	1303566	1359.3
"Total"	"62 years"	"62"	"2006"	"2006"			29990	2725651	1100.3
	"62 years"	"62"	"2007"	"2007"	"Female"	"F"	11759	1435809	819.0
	"62 years"	"62"	"2007"	"2007"	"Male"	"M"	17045	1322109	1289.2
"Total"	"62 years"	"62"	"2007"	"2007"			28804	2757918	1044.4
	"62 years"	"62"	"2008"	"2008"	"Female"	"F"	12049	1435908	839.1
	"62 years"	"62"	"2008"	"2008"	"Male"	"M"	17533	1321417	1326.8
"Total"	"62 years"	"62"	"2008"	"2008"			29582	2757325	1072.9
	"62 years"	"62"	"2009"	"2009"	"Female"	"F"	14667	1905712	769.6
	"62 years"	"62"	"2009"	"2009"	"Male"	"M"	21950	1767422	1241.9
"Total"	"62 years"	"62"	"2009"	"2009"			36617	3673134	996.9
	"62 years"	"62"	"2010"	"2010"	"Female"	"F"	14148	1850490	764.6
	"62 years"	"62"	"2010"	"2010"	"Male"	"M"	21423	1712692	1250.8
"Total"	"62 years"	"62"	"2010"	"2010"			35571	3563182	998.3
	"62 years"	"62"	"2011"	"2011"	"Female"	"F"	14066	1815820	774.6
	"62 years"	"62"	"2011"	"2011"	"Male"	"M"	20897	1671482	1250.2
"Total"	"62 years"	"62"	"2011"	"2011"			34963	3487302	1002.6
	"62 years"	"62"	"2012"	"2012"	"Female"	"F"	13856	1851190	748.5
	"62 years"	"62"	"2012"	"2012"	"Male"	"M"	21706	1703249	1274.4
"Total"	"62 years"	"62"	"2012"	"2012"			35562	3554439	1000.5
	"62 years"	"62"	"2013"	"2013"	"Female"	"F"	14272	1881064	758.7
	"62 years"	"62"	"2013"	"2013"	"Male"	"M"	22432	1722456	1302.3
"Total"	"62 years"	"62"	"2013"	"2013"			36704	3603520	1018.6
	"62 years"	"62"	"2014"	"2014"	"Female"	"F"	15106	1922318	785.8
	"62 years"	"62"	"2014"	"2014"	"Male"	"M"	23310	1763504	1321.8
"Total"	"62 years"	"62"	"2014"	"2014"			38416	3685822	1042.3
	"62 years"	"62"	"2015"	"2015"	"Female"	"F"	15645	1986021	787.8
	"62 years"	"62"	"2015"	"2015"	"Male"	"M"	24065	1815914	1325.2
"Total"	"62 years"	"62"	"2015"	"2015"			39710	3801935	1044.5
	"62 years"	"62"	"2016"	"2016"	"Female"	"F"	16291	2044245	796.9
	"62 years"	"62"	"2016"	"2016"	"Male"	"M"	24890	1867184	1333.0
"Total"	"62 years"	"62"	"2016"	"2016"			41181	3911429	1052.8
	"62 years"	"62"	"2017"	"2017"	"Female"	"F"	16467	2111180	780.0
	"62 years"	"62"	"2017"	"2017"	"Male"	"M"	25388	1938979	1309.3
"Total"	"62 years"	"62"	"2017"	"2017"			41855	4050159	1033.4
	"62 years"	"62"	"2018"	"2018"	"Female"	"F"	16737	2109543	793.4
	"62 years"	"62"	"2018"	"2018"	"Male"	"M"	26097	1933853	1349.5
"Total"	"62 years"	"62"	"2018"	"2018"			42834	4043396	1059.4
	"62 years"	"62"	"2019"	"2019"	"Female"	"F"	17321	2165425	799.9
	"62 years"	"62"	"2019"	"2019"	"Male"	"M"	26654	1991220	1338.6
"Total"	"62 years"	"62"	"2019"	"2019"			43975	4156645	1057.9
"Total"	"62 years"	"62"					711987	66233234	1075.0
	"63 years"	"63"	"1999"	"1999"	"Female"	"F"	11590	1083500	1069.7
	"63 years"	"63"	"1999"	"1999"	"Male"	"M"	16626	971465	1711.4
"Total"	"63 years"	"63"	"1999"	"1999"			28216	2054965	1373.1
	"63 years"	"63"	"2000"	"2000"	"Female"	"F"	11507	1081948	1063.5
	"63 years"	"63"	"2000"	"2000"	"Male"	"M"	16511	971203	1700.1
"Total"	"63 years"	"63"	"2000"	"2000"			28018	2053151	1364.6
	"63 years"	"63"	"2001"	"2001"	"Female"	"F"	11904	1141614	1042.7
	"63 years"	"63"	"2001"	"2001"	"Male"	"M"	16672	1030410	1618.0
"Total"	"63 years"	"63"	"2001"	"2001"			28576	2172024	1315.6
	"63 years"	"63"	"2002"	"2002"	"Female"	"F"	11690	1150553	1016.0
	"63 years"	"63"	"2002"	"2002"	"Male"	"M"	16861	1045297	1613.0
"Total"	"63 years"	"63"	"2002"	"2002"			28551	2195850	1300.2
	"63 years"	"63"	"2003"	"2003"	"Female"	"F"	11980	1201532	997.1
	"63 years"	"63"	"2003"	"2003"	"Male"	"M"	16901	1087611	1554.0
"Total"	"63 years"	"63"	"2003"	"2003"			28881	2289143	1261.7
	"63 years"	"63"	"2004"	"2004"	"Female"	"F"	11937	1226632	973.2
	"63 years"	"63"	"2004"	"2004"	"Male"	"M"	17039	1108921	1536.5
"Total"	"63 years"	"63"	"2004"	"2004"			28976	2335553	1240.6
	"63 years"	"63"	"2005"	"2005"	"Female"	"F"	12736	1310319	972.0
	"63 years"	"63"	"2005"	"2005"	"Male"	"M"	18144	1188493	1526.6
"Total"	"63 years"	"63"	"2005"	"2005"			30880	2498812	1235.8
	"63 years"	"63"	"2006"	"2006"	"Female"	"F"	13679	1469890	930.6
	"63 years"	"63"	"2006"	"2006"	"Male"	"M"	19467	1340312	1452.4
"Total"	"63 years"	"63"	"2006"	"2006"			33146	2810202	1179.5
	"63 years"	"63"	"2007"	"2007"	"Female"	"F"	12827	1417309	905.0
	"63 years"	"63"	"2007"	"2007"	"Male"	"M"	18821	1294016	1454.5
"Total"	"63 years"	"63"	"2007"	"2007"			31648	2711325	1167.3
	"63 years"	"63"	"2008"	"2008"	"Female"	"F"	12780	1431620	892.7
	"63 years"	"63"	"2008"	"2008"	"Male"	"M"	18325	1313243	1395.4
"Total"	"63 years"	"63"	"2008"	"2008"			31105	2744863	1133.2
	"63 years"	"63"	"2009"	"2009"	"Female"	"F"	12908	1432316	901.2
	"63 years"	"63"	"2009"	"2009"	"Male"	"M"	18726	1313400	1425.8
"Total"	"63 years"	"63"	"2009"	"2009"			31634	2745716	1152.1
	"63 years"	"63"	"2010"	"2010"	"Female"	"F"	15631	1811555	862.8
	"63 years"	"63"	"2010"	"2010"	"Male"	"M"	22714	1672329	1358.2
"Total"	"63 years"	"63"	"2010"	"2010"			38345	3483884	1100.6
	"63 years"	"63"	"2011"	"2011"	"Female"	"F"	15372	1801788	853.2
	"63 years"	"63"	"2011"	"2011"	"Male"	"M"	22472	1657509	1355.8
"Total"	"63 years"	"63"	"2011"	"2011"			37844	3459297	1094.0
	"63 years"	"63"	"2012"	"2012"	"Female"	"F"	15102	1803760	837.3
	"63 years"	"63"	"2012"	"2012"	"Male"	"M"	22438	1650927	1359.1
"Total"	"63 years"	"63"	"2012"	"2012"			37540	3454687	1086.6
	"63 years"	"63"	"2013"	"2013"	"Female"	"F"	15109	1837353	822.3
	"63 years"	"63"	"2013"	"2013"	"Male"	"M"	23058	1681878	1371.0
"Total"	"63 years"	"63"	"2013"	"2013"			38167	3519231	1084.5
	"63 years"	"63"	"2014"	"2014"	"Female"	"F"	15636	1870552	835.9
	"63 years"	"63"	"2014"	"2014"	"Male"	"M"	23948	1701827	1407.2
"Total"	"63 years"	"63"	"2014"	"2014"			39584	3572379	1108.1
	"63 years"	"63"	"2015"	"2015"	"Female"	"F"	16212	1909879	848.8
	"63 years"	"63"	"2015"	"2015"	"Male"	"M"	25306	1741514	1453.1
"Total"	"63 years"	"63"	"2015"	"2015"			41518	3651393	1137.0
	"63 years"	"63"	"2016"	"2016"	"Female"	"F"	16695	1968870	847.9
	"63 years"	"63"	"2016"	"2016"	"Male"	"M"	25337	1788512	1416.7
"Total"	"63 years"	"63"	"2016"	"2016"			42032	3757382	1118.7
	"63 years"	"63"	"2017"	"2017"	"Female"	"F"	17301	2032205	851.3
	"63 years"	"63"	"2017"	"2017"	"Male"	"M"	26512	1843702	1438.0
"Total"	"63 years"	"63"	"2017"	"2017"			43813	3875907	1130.4
	"63 years"	"63"	"2018"	"2018"	"Female"	"F"	17658	2091595	844.2
	"63 years"	"63"	"2018"	"2018"	"Male"	"M"	27437	1908640	1437.5
"Total"	"63 years"	"63"	"2018"	"2018"			45095	4000235	1127.3
	"63 years"	"63"	"2019"	"2019"	"Female"	"F"	17837	2090246	853.3
	"63 years"	"63"	"2019"	"2019"	"Male"	"M"	27524	1905842	1444.2
"Total"	"63 years"	"63"	"2019"	"2019"			45361	3996088	1135.1
"Total"	"63 years"	"63"					738930	63382087	1165.8
	"64 years"	"64"	"1999"	"1999"	"Female"	"F"	12778	1096791	1165.0
	"64 years"	"64"	"1999"	"1999"	"Male"	"M"	18254	973141	1875.8
"Total"	"64 years"	"64"	"1999"	"1999"			31032	2069932	1499.2
	"64 years"	"64"	"2000"	"2000"	"Female"	"F"	12569	1081733	1161.9
	"64 years"	"64"	"2000"	"2000"	"Male"	"M"	17744	958320	1851.6
"Total"	"64 years"	"64"	"2000"	"2000"			30313	2040053	1485.9
	"64 years"	"64"	"2001"	"2001"	"Female"	"F"	12332	1080816	1141.0
	"64 years"	"64"	"2001"	"2001"	"Male"	"M"	17233	966203	1783.6
"Total"	"64 years"	"64"	"2001"	"2001"			29565	2047019	1444.3
	"64 years"	"64"	"2002"	"2002"	"Female"	"F"	12605	1131435	1114.1
	"64 years"	"64"	"2002"	"2002"	"Male"	"M"	17668	1015731	1739.4
"Total"	"64 years"	"64"	"2002"	"2002"			30273	2147166	1409.9
	"64 years"	"64"	"2003"	"2003"	"Female"	"F"	12833	1139251	1126.4
	"64 years"	"64"	"2003"	"2003"	"Male"	"M"	17686	1029496	1717.9
"Total"	"64 years"	"64"	"2003"	"2003"			30519	2168747	1407.2
	"64 years"	"64"	"2004"	"2004"	"Female"	"F"	12561	1188741	1056.7
	"64 years"	"64"	"2004"	"2004"	"Male"	"M"	17458	1070816	1630.3
"Total"	"64 years"	"64"	"2004"	"2004"			30019	2259557	1328.5
	"64 years"	"64"	"2005"	"2005"	"Female"	"F"	12808	1212791	1056.1
	"64 years"	"64"	"2005"	"2005"	"Male"	"M"	18104	1090862	1659.6
"Total"	"64 years"	"64"	"2005"	"2005"			30912	2303653	1341.9
	"64 years"	"64"	"2006"	"2006"	"Female"	"F"	13169	1294668	1017.2
	"64 years"	"64"	"2006"	"2006"	"Male"	"M"	18634	1168771	1594.3
"Total"	"64 years"	"64"	"2006"	"2006"			31803	2463439	1291.0
	"64 years"	"64"	"2007"	"2007"	"Female"	"F"	14257	1451383	982.3
	"64 years"	"64"	"2007"	"2007"	"Male"	"M"	20499	1317780	1555.6
"Total"	"64 years"	"64"	"2007"	"2007"			34756	2769163	1255.1
	"64 years"	"64"	"2008"	"2008"	"Female"	"F"	13985	1397948	1000.4
	"64 years"	"64"	"2008"	"2008"	"Male"	"M"	20143	1270827	1585.0
"Total"	"64 years"	"64"	"2008"	"2008"			34128	2668775	1278.8
	"64 years"	"64"	"2009"	"2009"	"Female"	"F"	13362	1410628	947.2
