"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Minnesota"	"27"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic cardiomyopathy"	"I42.6"	18	4779768	Unreliable	Unreliable
	"Minnesota"	"27"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic fatty liver"	"K70.0"	17	4779768	Unreliable	Unreliable
	"Minnesota"	"27"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic hepatitis"	"K70.1"	27	4779768	0.6	0.5
	"Minnesota"	"27"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic cirrhosis of liver"	"K70.3"	223	4779768	4.7	3.8
	"Minnesota"	"27"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic hepatic failure"	"K70.4"	27	4779768	0.6	0.4
	"Minnesota"	"27"	"White"	"2106-3"	"2017"	"2017"	"Alcoholic liver disease, unspecified"	"K70.9"	29	4779768	0.6	0.5
	"Minnesota"	"27"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	89	4779768	1.9	1.8
	"Minnesota"	"27"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	198	4779768	4.1	4.4
	"Minnesota"	"27"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	177	4779768	3.7	3.8
	"Minnesota"	"27"	"White"	"2106-3"	"2017"	"2017"	"Accidental poisoning by and exposure to alcohol"	"X45"	57	4779768	1.2	1.1
	"Minnesota"	"27"	"White"	"2106-3"	"2017"	"2017"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	19	4779768	Unreliable	Unreliable
	"Minnesota"	"27"	"White"	"2106-3"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	47	4779768	1.0	1.0
	"Minnesota"	"27"	"White"	"2106-3"	"2017"	"2017"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	13	4779768	Unreliable	Unreliable
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	84	4791431	1.8	1.4
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	81	4791431	1.7	1.4
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	13	4791431	Unreliable	Unreliable
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	12	4791431	Unreliable	Unreliable
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	65	4791431	1.4	1.0
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic fatty liver"	"K70.0"	28	4791431	0.6	0.5
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic hepatitis"	"K70.1"	36	4791431	0.8	0.7
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic cirrhosis of liver"	"K70.3"	265	4791431	5.5	4.4
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic hepatic failure"	"K70.4"	37	4791431	0.8	0.6
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic liver disease, unspecified"	"K70.9"	48	4791431	1.0	0.8
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	82	4791431	1.7	1.7
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	148	4791431	3.1	3.2
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	174	4791431	3.6	3.7
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to alcohol"	"X45"	52	4791431	1.1	0.9
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	13	4791431	Unreliable	Unreliable
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	47	4791431	1.0	0.9
	"Minnesota"	"27"	"White"	"2106-3"	"2018"	"2018"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	13	4791431	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	16	1760835	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic cirrhosis of liver"	"K70.3"	34	1760835	1.9	1.9
	"Mississippi"	"28"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic hepatic failure"	"K70.4"	11	1760835	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"1999"	"1999"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	34	1760835	1.9	1.9
	"Mississippi"	"28"	"White"	"2106-3"	"1999"	"1999"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	17	1760835	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	11	1770126	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	21	1770126	1.2	1.1
	"Mississippi"	"28"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic cirrhosis of liver"	"K70.3"	34	1770126	1.9	1.9
	"Mississippi"	"28"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	1770126	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	54	1770126	3.1	3.1
	"Mississippi"	"28"	"White"	"2106-3"	"2000"	"2000"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	1770126	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	10	1771836	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	15	1771836	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic cirrhosis of liver"	"K70.3"	30	1771836	1.7	1.6
	"Mississippi"	"28"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic liver disease, unspecified"	"K70.9"	10	1771836	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	1771836	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	72	1771836	4.1	4.1
	"Mississippi"	"28"	"White"	"2106-3"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	22	1771836	1.2	1.2
	"Mississippi"	"28"	"White"	"2106-3"	"2001"	"2001"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	16	1771836	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	15	1773296	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	15	1773296	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic cirrhosis of liver"	"K70.3"	32	1773296	1.8	1.6
	"Mississippi"	"28"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	1773296	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	86	1773296	4.8	5.0
	"Mississippi"	"28"	"White"	"2106-3"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	26	1773296	1.5	1.4
	"Mississippi"	"28"	"White"	"2106-3"	"2002"	"2002"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	13	1773296	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	14	1776834	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic cirrhosis of liver"	"K70.3"	28	1776834	1.6	1.4
	"Mississippi"	"28"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	1776834	1.2	1.3
	"Mississippi"	"28"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	120	1776834	6.8	7.0
	"Mississippi"	"28"	"White"	"2106-3"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	19	1776834	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	10	1786952	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	19	1786952	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	19	1786952	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic cirrhosis of liver"	"K70.3"	39	1786952	2.2	1.9
	"Mississippi"	"28"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic liver disease, unspecified"	"K70.9"	11	1786952	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	1786952	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	115	1786952	6.4	6.7
	"Mississippi"	"28"	"White"	"2106-3"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	17	1786952	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2004"	"2004"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	15	1786952	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	15	1794500	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic cirrhosis of liver"	"K70.3"	40	1794500	2.2	1.9
	"Mississippi"	"28"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic hepatic failure"	"K70.4"	14	1794500	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	20	1794500	1.1	1.1
	"Mississippi"	"28"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	132	1794500	7.4	7.5
	"Mississippi"	"28"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	1794500	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2005"	"2005"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	10	1794500	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2005"	"2005"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	19	1794500	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2006"	"2006"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	13	1782659	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2006"	"2006"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	13	1782659	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2006"	"2006"	"Alcoholic cirrhosis of liver"	"K70.3"	39	1782659	2.2	2.0
	"Mississippi"	"28"	"White"	"2106-3"	"2006"	"2006"	"Alcoholic hepatic failure"	"K70.4"	16	1782659	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	46	1782659	2.6	2.7
	"Mississippi"	"28"	"White"	"2106-3"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	179	1782659	10.0	10.3
	"Mississippi"	"28"	"White"	"2106-3"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	24	1782659	1.3	1.4
	"Mississippi"	"28"	"White"	"2106-3"	"2006"	"2006"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	13	1782659	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2006"	"2006"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	22	1782659	1.2	1.3
	"Mississippi"	"28"	"White"	"2106-3"	"2007"	"2007"	"Alcoholic cirrhosis of liver"	"K70.3"	43	1792287	2.4	2.0
	"Mississippi"	"28"	"White"	"2106-3"	"2007"	"2007"	"Alcoholic hepatic failure"	"K70.4"	15	1792287	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	63	1792287	3.5	3.6
	"Mississippi"	"28"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	157	1792287	8.8	9.0
	"Mississippi"	"28"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to alcohol"	"X45"	13	1792287	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	19	1792287	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2007"	"2007"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	14	1792287	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2007"	"2007"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	11	1792287	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2008"	"2008"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	16	1799399	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2008"	"2008"	"Alcoholic cirrhosis of liver"	"K70.3"	37	1799399	2.1	1.7
	"Mississippi"	"28"	"White"	"2106-3"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	53	1799399	2.9	3.0
	"Mississippi"	"28"	"White"	"2106-3"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	158	1799399	8.8	8.9
	"Mississippi"	"28"	"White"	"2106-3"	"2008"	"2008"	"Accidental poisoning by and exposure to alcohol"	"X45"	14	1799399	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	20	1799399	1.1	1.1
	"Mississippi"	"28"	"White"	"2106-3"	"2008"	"2008"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	14	1799399	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2008"	"2008"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	17	1799399	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2009"	"2009"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	18	1803266	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2009"	"2009"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	14	1803266	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2009"	"2009"	"Alcoholic cirrhosis of liver"	"K70.3"	38	1803266	2.1	1.8
	"Mississippi"	"28"	"White"	"2106-3"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	47	1803266	2.6	2.8
	"Mississippi"	"28"	"White"	"2106-3"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	175	1803266	9.7	9.8
	"Mississippi"	"28"	"White"	"2106-3"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	1803266	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2009"	"2009"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	18	1803266	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2010"	"2010"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	15	1804239	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2010"	"2010"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	17	1804239	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2010"	"2010"	"Alcoholic cirrhosis of liver"	"K70.3"	44	1804239	2.4	2.1
	"Mississippi"	"28"	"White"	"2106-3"	"2010"	"2010"	"Alcoholic liver disease, unspecified"	"K70.9"	10	1804239	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	49	1804239	2.7	2.8
	"Mississippi"	"28"	"White"	"2106-3"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	178	1804239	9.9	9.9
	"Mississippi"	"28"	"White"	"2106-3"	"2010"	"2010"	"Accidental poisoning by and exposure to alcohol"	"X45"	10	1804239	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	30	1804239	1.7	1.6
	"Mississippi"	"28"	"White"	"2106-3"	"2010"	"2010"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	17	1804239	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2011"	"2011"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	16	1803538	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2011"	"2011"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10	1803538	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2011"	"2011"	"Alcoholic cirrhosis of liver"	"K70.3"	43	1803538	2.4	2.1
	"Mississippi"	"28"	"White"	"2106-3"	"2011"	"2011"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	11	1803538	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	32	1803538	1.8	2.0
	"Mississippi"	"28"	"White"	"2106-3"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	187	1803538	10.4	10.9
	"Mississippi"	"28"	"White"	"2106-3"	"2011"	"2011"	"Accidental poisoning by and exposure to alcohol"	"X45"	12	1803538	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	19	1803538	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2012"	"2012"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	11	1804534	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2012"	"2012"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	14	1804534	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2012"	"2012"	"Alcoholic cirrhosis of liver"	"K70.3"	43	1804534	2.4	2.0
	"Mississippi"	"28"	"White"	"2106-3"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	51	1804534	2.8	2.9
	"Mississippi"	"28"	"White"	"2106-3"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	189	1804534	10.5	10.6
	"Mississippi"	"28"	"White"	"2106-3"	"2012"	"2012"	"Accidental poisoning by and exposure to alcohol"	"X45"	11	1804534	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	18	1804534	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2012"	"2012"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	16	1804534	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2013"	"2013"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	11	1805480	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2013"	"2013"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	14	1805480	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2013"	"2013"	"Alcoholic cirrhosis of liver"	"K70.3"	59	1805480	3.3	2.6
	"Mississippi"	"28"	"White"	"2106-3"	"2013"	"2013"	"Alcoholic hepatic failure"	"K70.4"	11	1805480	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2013"	"2013"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	1805480	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	44	1805480	2.4	2.5
	"Mississippi"	"28"	"White"	"2106-3"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	185	1805480	10.2	10.4
	"Mississippi"	"28"	"White"	"2106-3"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	19	1805480	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2013"	"2013"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	15	1805480	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2014"	"2014"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	16	1803115	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2014"	"2014"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	24	1803115	1.3	1.0
	"Mississippi"	"28"	"White"	"2106-3"	"2014"	"2014"	"Alcoholic cirrhosis of liver"	"K70.3"	42	1803115	2.3	1.9
	"Mississippi"	"28"	"White"	"2106-3"	"2014"	"2014"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	18	1803115	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	65	1803115	3.6	3.7
	"Mississippi"	"28"	"White"	"2106-3"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	172	1803115	9.5	10.0
	"Mississippi"	"28"	"White"	"2106-3"	"2014"	"2014"	"Accidental poisoning by and exposure to alcohol"	"X45"	12	1803115	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	17	1803115	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2015"	"2015"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	11	1797286	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2015"	"2015"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	13	1797286	Unreliable	Unreliable
	"Mississippi"	"28"	"White"	"2106-3"	"2015"	"2015"	"Alcoholic cirrhosis of liver"	"K70.3"	55	1797286	3.1	2.6
	"Mississippi"	"28"	"White"	"2106-3"	"2015"	"2015"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	20	1797286	1.1	1.3
